Title,Authors,Year,PDF Link
"Probabilistic Logic Neural Networks for Reasoning","Meng Qu, Jian Tang","2019","https://papers.nips.cc/paper_files/paper/2019/file/13e5ebb0fa112fe1b31a1067962d74a7-Paper.pdf"
"Joint-task Self-supervised Learning for Temporal Correspondence","Xueting Li, Sifei Liu, Shalini De Mello, Xiaolong Wang, Jan Kautz, Ming-Hsuan Yang","2019","https://papers.nips.cc/paper_files/paper/2019/file/140f6969d5213fd0ece03148e62e461e-Paper.pdf"
"Learning Sparse Distributions using Iterative Hard Thresholding","Jacky Y. Zhang, Rajiv Khanna, Anastasios Kyrillidis, Oluwasanmi O. Koyejo","2019","https://papers.nips.cc/paper_files/paper/2019/file/14678db82874f1456031fcc05a3afaf6-Paper.pdf"
"On Distributed Averaging for Stochastic k-PCA","Aditya Bhaskara, Pruthuvi Maheshakya Wijewardena","2019","https://papers.nips.cc/paper_files/paper/2019/file/148148d62be67e0916a833931bd32b26-Paper.pdf"
"Learning dynamic polynomial proofs","Alhussein Fawzi, Mateusz Malinowski, Hamza Fawzi, Omar Fawzi","2019","https://papers.nips.cc/paper_files/paper/2019/file/149815eb972b3c370dee3b89d645ae14-Paper.pdf"
"Efficient Communication in Multi-Agent Reinforcement Learning via Variance Based Control","Sai Qian Zhang, Qi Zhang, Jieyu Lin","2019","https://papers.nips.cc/paper_files/paper/2019/file/14cfdb59b5bda1fc245aadae15b1984a-Paper.pdf"
"Global Convergence of Gradient Descent for Deep Linear Residual Networks","Lei Wu, Qingcan Wang, Chao Ma","2019","https://papers.nips.cc/paper_files/paper/2019/file/14da15db887a4b50efe5c1bc66537089-Paper.pdf"
"Dying Experts: Efficient Algorithms with Optimal Regret Bounds","Hamid Shayestehmanesh, Sajjad Azami, Nishant A. Mehta","2019","https://papers.nips.cc/paper_files/paper/2019/file/151de84cca69258b17375e2f44239191-Paper.pdf"
"A Bayesian Theory of Conformity in Collective Decision Making","Koosha Khalvati, Saghar Mirbagheri, Seongmin A. Park, Jean-Claude Dreher, Rajesh PN Rao","2019","https://papers.nips.cc/paper_files/paper/2019/file/15212f24321aa2c3dc8e9acf820f3c15-Paper.pdf"
"Poisson-Randomized Gamma Dynamical Systems","Aaron Schein, Scott Linderman, Mingyuan Zhou, David Blei, Hanna Wallach","2019","https://papers.nips.cc/paper_files/paper/2019/file/1543843a4723ed2ab08e18053ae6dc5b-Paper.pdf"
"Bayesian Layers: A Module for Neural Network Uncertainty","Dustin Tran, Mike Dusenberry, Mark van der Wilk, Danijar Hafner","2019","https://papers.nips.cc/paper_files/paper/2019/file/154ff8944e6eac05d0675c95b5b8889d-Paper.pdf"
"Sequence Modeling with Unconstrained Generation Order","Dmitrii Emelianenko, Elena Voita, Pavel Serdyukov","2019","https://papers.nips.cc/paper_files/paper/2019/file/1558417b096b5d8e7cbe0183ea9cbf26-Paper.pdf"
"Online Continual Learning with Maximal Interfered Retrieval","Rahaf Aljundi, Eugene Belilovsky, Tinne Tuytelaars, Laurent Charlin, Massimo Caccia, Min Lin, Lucas Page-Caccia","2019","https://papers.nips.cc/paper_files/paper/2019/file/15825aee15eb335cc13f9b559f166ee8-Paper.pdf"
"Visualizing and Measuring the Geometry of BERT","Emily Reif, Ann Yuan, Martin Wattenberg, Fernanda B. Viegas, Andy Coenen, Adam Pearce, Been Kim","2019","https://papers.nips.cc/paper_files/paper/2019/file/159c1ffe5b61b41b3c4d8f4c2150f6c4-Paper.pdf"
"Learning to Predict Without Looking Ahead: World Models Without Forward Prediction","Daniel Freeman, David Ha, Luke Metz","2019","https://papers.nips.cc/paper_files/paper/2019/file/15cf76466b97264765356fcc56d801d1-Paper.pdf"
"Deep Generalized Method of Moments for Instrumental Variable Analysis","Andrew Bennett, Nathan Kallus, Tobias Schnabel","2019","https://papers.nips.cc/paper_files/paper/2019/file/15d185eaa7c954e77f5343d941e25fbd-Paper.pdf"
"Copulas as High-Dimensional Generative Models: Vine Copula Autoencoders","Natasa Tagasovska, Damien Ackerer, Thibault Vatter","2019","https://papers.nips.cc/paper_files/paper/2019/file/15e122e839dfdaa7ce969536f94aecf6-Paper.pdf"
"Implicit Semantic Data Augmentation for Deep Networks","Yulin Wang, Xuran Pan, Shiji Song, Hong Zhang, Gao Huang, Cheng Wu","2019","https://papers.nips.cc/paper_files/paper/2019/file/15f99f2165aa8c86c9dface16fefd281-Paper.pdf"
"q-means: A quantum algorithm for unsupervised machine learning","Iordanis Kerenidis, Jonas Landman, Alessandro Luongo, Anupam Prakash","2019","https://papers.nips.cc/paper_files/paper/2019/file/16026d60ff9b54410b3435b403afd226-Paper.pdf"
"RUDDER: Return Decomposition for Delayed Rewards","Jose A. Arjona-Medina, Michael Gillhofer, Michael Widrich, Thomas Unterthiner, Johannes Brandstetter, Sepp Hochreiter","2019","https://papers.nips.cc/paper_files/paper/2019/file/16105fb9cc614fc29e1bda00dab60d41-Paper.pdf"
"Learning-Based Low-Rank Approximations","Piotr Indyk, Ali Vakilian, Yang Yuan","2019","https://papers.nips.cc/paper_files/paper/2019/file/1625abb8e458a79765c62009235e9d5b-Paper.pdf"
"Convergence Guarantees for Adaptive Bayesian Quadrature Methods","Motonobu Kanagawa, Philipp Hennig","2019","https://papers.nips.cc/paper_files/paper/2019/file/165a59f7cf3b5c4396ba65953d679f17-Paper.pdf"
"A First-Order Algorithmic Framework for Distributionally Robust Logistic Regression","JIAJIN LI, SEN HUANG, Anthony Man-Cho So","2019","https://papers.nips.cc/paper_files/paper/2019/file/169779d3852b32ce8b1a1724dbf5217d-Paper.pdf"
"Theoretical Analysis of Adversarial Learning: A Minimax Approach","Zhuozhuo Tu, Jingwei Zhang, Dacheng Tao","2019","https://papers.nips.cc/paper_files/paper/2019/file/16bda725ae44af3bb9316f416bd13b1b-Paper.pdf"
"Compositional De-Attention Networks","Yi Tay, Anh Tuan Luu, Aston Zhang, Shuohang Wang, Siu Cheung Hui","2019","https://papers.nips.cc/paper_files/paper/2019/file/16fc18d787294ad5171100e33d05d4e2-Paper.pdf"
"Robust Attribution Regularization","Jiefeng Chen, Xi Wu, Vaibhav Rastogi, Yingyu Liang, Somesh Jha","2019","https://papers.nips.cc/paper_files/paper/2019/file/172ef5a94b4dd0aa120c6878fc29f70c-Paper.pdf"
"Semantic-Guided Multi-Attention Localization for Zero-Shot Learning","Yizhe Zhu, Jianwen Xie, Zhiqiang Tang, Xi Peng, Ahmed Elgammal","2019","https://papers.nips.cc/paper_files/paper/2019/file/172fd0d638b3282151bd8f3d652cb640-Paper.pdf"
"Distributionally Robust Optimization and Generalization in Kernel Methods","Matthew Staib, Stefanie Jegelka","2019","https://papers.nips.cc/paper_files/paper/2019/file/1770ae9e1b6bc9f5fd2841f141557ffb-Paper.pdf"
"Kernel Instrumental Variable Regression","Rahul Singh, Maneesh Sahani, Arthur Gretton","2019","https://papers.nips.cc/paper_files/paper/2019/file/17b3c7061788dbe82de5abe9f6fe22b3-Paper.pdf"
"Metalearned Neural Memory","Tsendsuren Munkhdalai, Alessandro Sordoni, TONG WANG, Adam Trischler","2019","https://papers.nips.cc/paper_files/paper/2019/file/182bd81ea25270b7d1c2fe8353d17fe6-Paper.pdf"
"Learning Bayesian Networks with Low Rank Conditional Probability Tables","Adarsh Barik, Jean Honorio","2019","https://papers.nips.cc/paper_files/paper/2019/file/187acf7982f3c169b3075132380986e4-Paper.pdf"
"Large Scale Adversarial Representation Learning","Jeff Donahue, Karen Simonyan","2019","https://papers.nips.cc/paper_files/paper/2019/file/18cdf49ea54eec029238fcc95f76ce41-Paper.pdf"
"Hindsight Credit Assignment","Anna Harutyunyan, Will Dabney, Thomas Mesnard, Mohammad Gheshlaghi Azar, Bilal Piot, Nicolas Heess, Hado P. van Hasselt, Gregory Wayne, Satinder Singh, Doina Precup, Remi Munos","2019","https://papers.nips.cc/paper_files/paper/2019/file/195f15384c2a79cedf293e4a847ce85c-Paper.pdf"
"Zero-shot Learning via Simultaneous Generating and Learning","Hyeonwoo Yu, Beomhee Lee","2019","https://papers.nips.cc/paper_files/paper/2019/file/19ca14e7ea6328a42e0eb13d585e4c22-Paper.pdf"
"Direct Optimization through $\arg \max$ for Discrete Variational Auto-Encoder","Guy Lorberbom, Andreea Gane, Tommi Jaakkola, Tamir Hazan","2019","https://papers.nips.cc/paper_files/paper/2019/file/1a04f965818a8533f5613003c7db243d-Paper.pdf"
"Generalization Error Analysis of Quantized Compressive Learning","Xiaoyun Li, Ping Li","2019","https://papers.nips.cc/paper_files/paper/2019/file/1a638db8311430c6c018bf21e1a0b7fb-Paper.pdf"
"Successor Uncertainties: Exploration and Uncertainty in Temporal Difference Learning","David Janz, Jiri Hron, Przemysław Mazur, Katja Hofmann, José Miguel Hernández-Lobato, Sebastian Tschiatschek","2019","https://papers.nips.cc/paper_files/paper/2019/file/1b113258af3968aaf3969ca67e744ff8-Paper.pdf"
"Trivializations for Gradient-Based Optimization on Manifolds","Mario Lezcano Casado","2019","https://papers.nips.cc/paper_files/paper/2019/file/1b33d16fc562464579b7199ca3114982-Paper.pdf"
"On the Fairness of Disentangled Representations","Francesco Locatello, Gabriele Abbati, Thomas Rainforth, Stefan Bauer, Bernhard Schölkopf, Olivier Bachem","2019","https://papers.nips.cc/paper_files/paper/2019/file/1b486d7a5189ebe8d8c46afc64b0d1b4-Paper.pdf"
"When to use parametric models in reinforcement learning?","Hado P. van Hasselt, Matteo Hessel, John Aslanides","2019","https://papers.nips.cc/paper_files/paper/2019/file/1b742ae215adf18b75449c6e272fd92d-Paper.pdf"
"Ouroboros: On Accelerating Training of Transformer-Based Language Models","Qian Yang, Zhouyuan Huo, Wenlin Wang, Lawrence Carin","2019","https://papers.nips.cc/paper_files/paper/2019/file/1b79b52d1bf6f71b2b1eb7ca08ed0776-Paper.pdf"
"MonoForest framework for tree ensemble analysis","Igor Kuralenok, Vasilii Ershov, Igor Labutin","2019","https://papers.nips.cc/paper_files/paper/2019/file/1b9a80606d74d3da6db2f1274557e644-Paper.pdf"
"Correlation Priors for Reinforcement Learning","Bastian Alt, Adrian Šošić, Heinz Koeppl","2019","https://papers.nips.cc/paper_files/paper/2019/file/1bd2caf96a17d892c2c7e9959549cfc7-Paper.pdf"
"Push-pull Feedback Implements Hierarchical Information Retrieval Efficiently","Xiao Liu, Xiaolong Zou, Zilong Ji, Gengshuo Tian, Yuanyuan Mi, Tiejun Huang, K. Y. Michael Wong, Si Wu","2019","https://papers.nips.cc/paper_files/paper/2019/file/1bd4b29a8e0afccd9923fe29cecb4b29-Paper.pdf"
"Calibration tests in multi-class classification: A unifying framework","David Widmann, Fredrik Lindsten, Dave Zachariah","2019","https://papers.nips.cc/paper_files/paper/2019/file/1c336b8080f82bcc2cd2499b4c57261d-Paper.pdf"
"Joint Optimization of Tree-based Index and Deep Model for Recommender Systems","Han Zhu, Daqing Chang, Ziru Xu, Pengye Zhang, Xiang Li, Jie He, Han Li, Jian Xu, Kun Gai","2019","https://papers.nips.cc/paper_files/paper/2019/file/1c6a0198177bfcc9bd93f6aab94aad3c-Paper.pdf"
"Accurate Uncertainty Estimation and Decomposition in Ensemble Learning","Jeremiah Liu, John Paisley, Marianthi-Anna Kioumourtzoglou, Brent Coull","2019","https://papers.nips.cc/paper_files/paper/2019/file/1cc8a8ea51cd0adddf5dab504a285915-Paper.pdf"
"Globally Optimal Learning for Structured Elliptical Losses","Yoav Wald, Nofar Noy, Gal Elidan, Ami Wiesel","2019","https://papers.nips.cc/paper_files/paper/2019/file/1cd035a313edec52ac8f69c27aba683f-Paper.pdf"
"MixMatch: A Holistic Approach to Semi-Supervised Learning","David Berthelot, Nicholas Carlini, Ian Goodfellow, Nicolas Papernot, Avital Oliver, Colin A. Raffel","2019","https://papers.nips.cc/paper_files/paper/2019/file/1cd138d0499a68f4bb72bee04bbec2d7-Paper.pdf"
"Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks","Qiyang Li, Saminul Haque, Cem Anil, James Lucas, Roger B. Grosse, Joern-Henrik Jacobsen","2019","https://papers.nips.cc/paper_files/paper/2019/file/1ce3e6e3f452828e23a0c94572bef9d9-Paper.pdf"
"Learning to Confuse: Generating Training Time Adversarial Data with Auto-Encoder","Ji Feng, Qi-Zhi Cai, Zhi-Hua Zhou","2019","https://papers.nips.cc/paper_files/paper/2019/file/1ce83e5d4135b07c0b82afffbe2b3436-Paper.pdf"
"Invariance-inducing regularization using worst-case transformations suffices to boost accuracy and spatial robustness","Fanny Yang, Zuowen Wang, Christina Heinze-Deml","2019","https://papers.nips.cc/paper_files/paper/2019/file/1d01bd2e16f57892f0954902899f0692-Paper.pdf"
"Attentive State-Space Modeling of Disease Progression","Ahmed M. Alaa, Mihaela van der Schaar","2019","https://papers.nips.cc/paper_files/paper/2019/file/1d0932d7f57ce74d9d9931a2c6db8a06-Paper.pdf"
"On two ways to use determinantal point processes for Monte Carlo integration","Guillaume Gautier, Rémi Bardenet, Michal Valko","2019","https://papers.nips.cc/paper_files/paper/2019/file/1d54c76f48f146c3b2d66daf9d7f845e-Paper.pdf"
"ADDIS: an adaptive discarding algorithm for online FDR control with conservative nulls","Jinjin Tian, Aaditya Ramdas","2019","https://papers.nips.cc/paper_files/paper/2019/file/1d6408264d31d453d556c60fe7d0459e-Paper.pdf"
"Controllable Text-to-Image Generation","Bowen Li, Xiaojuan Qi, Thomas Lukasiewicz, Philip Torr","2019","https://papers.nips.cc/paper_files/paper/2019/file/1d72310edc006dadf2190caad5802983-Paper.pdf"
"Exploring Algorithmic Fairness in Robust Graph Covering Problems","Aida Rahmattalabi, Phebe Vayanos, Anthony Fulginiti, Eric Rice, Bryan Wilder, Amulya Yadav, Milind Tambe","2019","https://papers.nips.cc/paper_files/paper/2019/file/1d7c2aae840867027b7edd17b6aaa0e9-Paper.pdf"
"Fast Convergence of Natural Gradient Descent for Over-Parameterized Neural Networks","Guodong Zhang, James Martens, Roger B. Grosse","2019","https://papers.nips.cc/paper_files/paper/2019/file/1da546f25222c1ee710cf7e2f7a3ff0c-Paper.pdf"
"Reducing the variance in online optimization by transporting past gradients","Sébastien Arnold, Pierre-Antoine Manzagol, Reza Babanezhad Harikandeh, Ioannis Mitliagkas, Nicolas Le Roux","2019","https://papers.nips.cc/paper_files/paper/2019/file/1dba5eed8838571e1c80af145184e515-Paper.pdf"
"Deep Multi-State Dynamic Recurrent Neural Networks Operating on Wavelet Based Neural Features for Robust Brain Machine Interfaces","Benyamin Allahgholizadeh Haghi, Spencer Kellis, Sahil Shah, Maitreyi Ashok, Luke Bashford, Daniel Kramer, Brian Lee, Charles Liu, Richard Andersen, Azita Emami","2019","https://papers.nips.cc/paper_files/paper/2019/file/1e0feeaff84a19bf3936e693311fa66d-Paper.pdf"
"Graph Normalizing Flows","Jenny Liu, Aviral Kumar, Jimmy Ba, Jamie Kiros, Kevin Swersky","2019","https://papers.nips.cc/paper_files/paper/2019/file/1e44fdf9c44d7328fecc02d677ed704d-Paper.pdf"
"Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction","Hao Zheng, Faming Fang, Guixu Zhang","2019","https://papers.nips.cc/paper_files/paper/2019/file/1e48c4420b7073bc11916c6c1de226bb-Paper.pdf"
"Neural networks grown and self-organized by noise","Guruprasad Raghavan, Matt Thomson","2019","https://papers.nips.cc/paper_files/paper/2019/file/1e6e0a04d20f50967c64dac2d639a577-Paper.pdf"
"Likelihood Ratios for Out-of-Distribution Detection","Jie Ren, Peter J. Liu, Emily Fertig, Jasper Snoek, Ryan Poplin, Mark Depristo, Joshua Dillon, Balaji Lakshminarayanan","2019","https://papers.nips.cc/paper_files/paper/2019/file/1e79596878b2320cac26dd792a6c51c9-Paper.pdf"
"Root Mean Square Layer Normalization","Biao Zhang, Rico Sennrich","2019","https://papers.nips.cc/paper_files/paper/2019/file/1e8a19426224ca89e83cef47f1e7f53b-Paper.pdf"
"HyperGCN: A New Method For Training Graph Convolutional Networks on Hypergraphs","Naganand Yadati, Madhav Nimishakavi, Prateek Yadav, Vikram Nitin, Anand Louis, Partha Talukdar","2019","https://papers.nips.cc/paper_files/paper/2019/file/1efa39bcaec6f3900149160693694536-Paper.pdf"
"Asymptotics for Sketching in Least Squares Regression","Edgar Dobriban, Sifan Liu","2019","https://papers.nips.cc/paper_files/paper/2019/file/1f36c15d6a3d18d52e8d493bc8187cb9-Paper.pdf"
"Gradient Dynamics of Shallow Univariate ReLU Networks","Francis Williams, Matthew Trager, Daniele Panozzo, Claudio Silva, Denis Zorin, Joan Bruna","2019","https://papers.nips.cc/paper_files/paper/2019/file/1f6419b1cbe79c71410cb320fc094775-Paper.pdf"
"Chirality Nets for Human Pose Regression","Raymond Yeh, Yuan-Ting Hu, Alexander Schwing","2019","https://papers.nips.cc/paper_files/paper/2019/file/1f88c7c5d7d94ae08bd752aa3d82108b-Paper.pdf"
"TAB-VCR: Tags and Attributes based VCR Baselines","Jingxiang Lin, Unnat Jain, Alexander Schwing","2019","https://papers.nips.cc/paper_files/paper/2019/file/1fa6269f58898f0e809575c9a48747ef-Paper.pdf"
"Multiclass Performance Metric Elicitation","Gaurush Hiranandani, Shant Boodaghians, Ruta Mehta, Oluwasanmi O. Koyejo","2019","https://papers.nips.cc/paper_files/paper/2019/file/1fd09c5f59a8ff35d499c0ee25a1d47e-Paper.pdf"
"Assessing Social and Intersectional Biases in Contextualized Word Representations","Yi Chern Tan, L. Elisa Celis","2019","https://papers.nips.cc/paper_files/paper/2019/file/201d546992726352471cfea6b0df0a48-Paper.pdf"
"Likelihood-Free Overcomplete ICA and Applications In Causal Discovery","Chenwei DING, Mingming Gong, Kun Zhang, Dacheng Tao","2019","https://papers.nips.cc/paper_files/paper/2019/file/20885c72ca35d75619d6a378edea9f76-Paper.pdf"
"MaCow: Masked Convolutional Generative Flow","Xuezhe Ma, Xiang Kong, Shanghang Zhang, Eduard Hovy","2019","https://papers.nips.cc/paper_files/paper/2019/file/20c86a628232a67e7bd46f76fba7ce12-Paper.pdf"
"Batched Multi-armed Bandits Problem","Zijun Gao, Yanjun Han, Zhimei Ren, Zhengqing Zhou","2019","https://papers.nips.cc/paper_files/paper/2019/file/20f07591c6fcb220ffe637cda29bb3f6-Paper.pdf"
"High-Quality Self-Supervised Deep Image Denoising","Samuli Laine, Tero Karras, Jaakko Lehtinen, Timo Aila","2019","https://papers.nips.cc/paper_files/paper/2019/file/2119b8d43eafcf353e07d7cb5554170b-Paper.pdf"
"Generalization in multitask deep neural classifiers: a statistical physics approach","Anthony Ndirango, Tyler Lee","2019","https://papers.nips.cc/paper_files/paper/2019/file/216f44e2d28d4e175a194492bde9148f-Paper.pdf"
"Causal Regularization","Dominik Janzing","2019","https://papers.nips.cc/paper_files/paper/2019/file/2172fde49301047270b2897085e4319d-Paper.pdf"
"Locality-Sensitive Hashing for f-Divergences: Mutual Information Loss and Beyond","Lin Chen, Hossein Esfandiari, Gang Fu, Vahab Mirrokni","2019","https://papers.nips.cc/paper_files/paper/2019/file/21b29648a47a45ad16bb0da0c004dfba-Paper.pdf"
"Augmented Neural ODEs","Emilien Dupont, Arnaud Doucet, Yee Whye Teh","2019","https://papers.nips.cc/paper_files/paper/2019/file/21be9a4bd4f81549a9d1d241981cec3c-Paper.pdf"
"Efficient Smooth Non-Convex Stochastic Compositional Optimization via Stochastic Recursive Gradient Descent","Wenqing Hu, Chris Junchi Li, Xiangru Lian, Ji Liu, Huizhuo Yuan","2019","https://papers.nips.cc/paper_files/paper/2019/file/21ce689121e39821d07d04faab328370-Paper.pdf"
"Regularizing Trajectory Optimization with Denoising Autoencoders","Rinu Boney, Norman Di Palo, Mathias Berglund, Alexander Ilin, Juho Kannala, Antti Rasmus, Harri Valpola","2019","https://papers.nips.cc/paper_files/paper/2019/file/21fe5b8ba755eeaece7a450849876228-Paper.pdf"
"Multi-Criteria Dimensionality Reduction with Applications to Fairness","Uthaipon Tantipongpipat, Samira Samadi, Mohit Singh, Jamie H. Morgenstern, Santosh Vempala","2019","https://papers.nips.cc/paper_files/paper/2019/file/2201611d7a08ffda97e3e8c6b667a1bc-Paper.pdf"
"Structured and Deep Similarity Matching via Structured and Deep Hebbian Networks","Dina Obeid, Hugo Ramambason, Cengiz Pehlevan","2019","https://papers.nips.cc/paper_files/paper/2019/file/222afbe0d68c61de60374b96f1d86715-Paper.pdf"
